ID,ANGER,DISGUST,FEAR,JOY,SADNESS,TENTATIVE,ANALYTICAL,CONFIDENT,VIEWS,URL
17,0,0,0,0.6768842941176472,0.5747019999999999,0.7963766999999999,0.7237320952380952,0.791798,7734227,https://www.youtube.com/watch?v=H14bBuluwB8
18,0,0,0.80661,0.6835024000000001,0.6325284999999999,0.817624,0.7724606363636363,0.7869809999999999,325325,https://www.youtube.com/watch?v=iE9HMudybyc
19,0.5850819400000001,0,0,0,0,0.7337683076923077,0.5853444285714279,0,113841,https://www.youtube.com/watch?v=l3QbzvT6vko
20,0.931034,0,0,0.6800952142857141,0,0.7729595454545456,0.7751856666666667,0.869057375,790913,https://www.youtube.com/watch?v=L8YJtvHGeUU
21,0,0,0.537191,0.6907634615384617,0.6256911666666667,0.7907010000000001,0.7496680833333333,0.7586262500000001,185367,https://www.youtube.com/watch?v=MpYrJs0rX84
22,0.5931079791666668,0,0,0.848477,0.5457046666666666,0.681699,0.5954811807228908,0.7943065999999999,1044634,https://www.youtube.com/watch?v=nI2VQ-ZsNr0
23,0,0,0.821579,0.7553481428571429,0.6704515555555556,0.756783,0.6659477692307691,0.801759,1563544,https://www.youtube.com/watch?v=NiKtZgImdlY
24,0.529125,0,0,0.7463195714285715,0.5336525000000001,0.72753,0.7041577777777778,0.80026,635062,https://www.youtube.com/watch?v=nncY-MA1Iu8
25,0.6673673333333333,0,0,0.7174253076923077,0.5976733333333333,0.8157328235294118,0.8029111176470587,0.8389559166666666,673838,https://www.youtube.com/watch?v=QoT0-2vu9m4
26,0.591087,0,0.528965,0.72549425,0.537562,0.6758474999999999,0.8199359999999999,0.8765695,1045716,https://www.youtube.com/watch?v=sAQfzHBpRsc
27,0.630007,0,0,0.7608675454545456,0.5881075,0.8308946470588237,0.7666300645161288,0.8312318181818181,433285,https://www.youtube.com/watch?v=sR6P5Qdvlnk
28,0.931034,0,0.6814104,0.6848256666666667,0.6789753636363637,0.6359682222222222,0.7348115294117646,0.75736475,161275,https://www.youtube.com/watch?v=tFX1nQLZUVM
29,0.5884477547169813,0,0,0.5639540000000001,0.642135,0.6760711111111113,0.5865956962025308,0.6835686666666666,1106490,https://www.youtube.com/watch?v=UNP03fDSj1U
30,0,0,0,0.6910454210526316,0.558477,0.8738755999999999,0.7807711612903224,0.8084771818181818,113459,https://www.youtube.com/watch?v=UoX-YihV_ew
31,0,0,0.715174,0.7658436,0.69745825,0.8090934545454546,0.7376279999999998,0.579436,53967,https://www.youtube.com/watch?v=uqc56GMOYWY
32,0.585979,0,0.7167138,0.6871160000000001,0.701385,0.797205142857143,0.7332233684210526,0.6718713333333334,380220,https://www.youtube.com/watch?v=Us70DN2XSfM
33,0.59853,0,0,0.7021486875000001,0.580249,0.6861780000000001,0.7842792727272727,0.777004,1366108,https://www.youtube.com/watch?v=V74AxCqOTvg
34,0,0,0,0.7497791764705883,0.767101,0.7873908181818181,0.748719388888889,0.6985471666666666,394440,https://www.youtube.com/watch?v=V7Z-Hq-xvxM
35,0.5812692448979593,0,0,0,0,0.8423419000000001,0.5927173170731698,0.80499875,58628,https://www.youtube.com/watch?v=WtjSCoq8pE4
36,0.6062295,0,0.526521,0.7667891428571428,0.5685155000000001,0.670149,0.7726856428571427,0.860661,2693495,https://www.youtube.com/watch?v=Y6bbMQXQ180
37,0,0,0,0.6774045555555556,0.6259486666666666,0.6167702500000001,0.6639484166666666,0.7683746666666665,93458,https://www.youtube.com/watch?v=YFC5CwZVCEw
38,0,0,0,0.6518136363636364,0.6146148,0.8400008333333333,0.6545512222222222,0.8334186666666668,73874,https://www.youtube.com/watch?v=zWxFhFZJDks
